"","Spell","Rune"
"4614","War Cry","Impunity"
"4615","Overpower","Killing Spree"
"4616","Battle Rage","Bloodshed"
"4617","Unforgiving","Passive"
"4618","Berserker Rage","Passive"
"4619","Superstition","Passive"
"4620","Ruthless","Passive"
"4621","Frenzy","Smite"
"4622","Furious Charge","Dreadnought"
"4623","Wrath of the Berserker","Insanity"
"4624","Call of the Ancients","Together as One"
"4625","Battle Rage","Bloodshed"
"4626","War Cry","Impunity"
"4627","Rampage","Passive"
"4628","Weapons Master","Passive"
"4629","Berserker Rage","Passive"
"4630","Relentless","Passive"
"4631","Frenzy","Smite"
"4632","Furious Charge","Dreadnought"
"4633","Wrath of the Berserker","Insanity"
"4634","War Cry","Impunity"
"4635","Battle Rage","Bloodshed"
"4636","Ignore Pain","Iron Hide"
"4637","Boon of Bul-Kathos","Passive"
"4638","Nerves of Steel","Passive"
"4639","Rampage","Passive"
"4640","Ruthless","Passive"
"4641","Furious Charge","Battering Ram"
"4642","Whirlwind","Volcanic Eruption"
"4643","Sprint","Marathon"
"4644","War Cry","Impunity"
"4645","Battle Rage","Bloodshed"
"4646","Call of the Ancients","The Council Rises"
"4647","Ruthless","Passive"
"4648","Tough as Nails","Passive"
"4649","Superstition","Passive"
"4650","Nerves of Steel","Passive"
"4651","Call of the Ancients","The Council Rises"
"4652","Whirlwind","Volcanic Eruption"
"4653","Battle Rage","Marauder's Rage"
"4654","War Cry","Impunity"
"4655","Ground Stomp","Wrenching Smash"
"4656","Wrath of the Berserker","Insanity"
"4657","Rampage","Passive"
"4658","Unforgiving","Passive"
"4659","Superstition","Passive"
"4660","Ruthless","Passive"
"4661","Earthquake","Molten Fury"
"4662","Wrath of the Berserker","Insanity"
"4663","Leap","Death from Above"
"4664","Battle Rage","Bloodshed"
"4665","War Cry","Impunity"
"4666","Call of the Ancients","Together as One"
"4667","Nerves of Steel","Passive"
"4668","Superstition","Passive"
"4669","Berserker Rage","Passive"
"4670","Ruthless","Passive"
"4671","Whirlwind","Blood Funnel"
"4672","Wrath of the Berserker","Insanity"
"4673","Furious Charge","Merciless Assault"
"4674","Battle Rage","Bloodshed"
"4675","War Cry","Impunity"
"4676","Call of the Ancients","Together as One"
"4677","Boon of Bul-Kathos","Passive"
"4678","Relentless","Passive"
"4679","Rampage","Passive"
"4680","Berserker Rage","Passive"
"4681","Whirlwind","Wind Shear"
"4682","Wrath of the Berserker","Striding Giant"
"4683","Furious Charge","Dreadnought"
"4684","Battle Rage","Bloodshed"
"4685","War Cry","Impunity"
"4686","Call of the Ancients","Together as One"
"4687","Tough as Nails","Passive"
"4688","Ruthless","Passive"
"4689","Superstition","Passive"
"4690","Berserker Rage","Passive"
"4691","Call of the Ancients","The Council Rises"
"4692","Ignore Pain","Iron Hide"
"4693","War Cry","Impunity"
"4694","Wrath of the Berserker","Insanity"
"4695","Furious Charge","Dreadnought"
"4696","Battle Rage","Marauder's Rage"
"4697","Rampage","Passive"
"4698","Inspiring Presence","Passive"
"4699","Berserker Rage","Passive"
"4700","Superstition","Passive"
"4701","Furious Charge","Battering Ram"
"4702","Whirlwind","Volcanic Eruption"
"4703","War Cry","Impunity"
"4704","Call of the Ancients","Together as One"
"4705","Battle Rage","Marauder's Rage"
"4706","Wrath of the Berserker","Insanity"
"4707","Superstition","Passive"
"4708","Brawler","Passive"
"4709","Berserker Rage","Passive"
"4710","Rampage","Passive"
"4711","Whirlwind","Wind Shear"
"4712","Overpower","Killing Spree"
"4713","War Cry","Impunity"
"4714","Battle Rage","Bloodshed"
"4715","Call of the Ancients","Together as One"
"4716","Sprint","Forced March"
"4717","Inspiring Presence","Passive"
"4718","Nerves of Steel","Passive"
"4719","Ruthless","Passive"
"4720","Rampage","Passive"
"4721","Frenzy","Maniac"
"4722","Call of the Ancients","Together as One"
"4723","Ignore Pain","Iron Hide"
"4724","Furious Charge","Battering Ram"
"4725","Battle Rage","Bloodshed"
"4726","War Cry","Impunity"
"4727","Relentless","Passive"
"4728","Berserker Rage","Passive"
"4729","Superstition","Passive"
"4730","Tough as Nails","Passive"
"4731",NA,NA
"4732",NA,NA
"4733",NA,NA
"4734",NA,NA
"4735",NA,NA
"4736",NA,NA
"4737",NA,NA
"4738",NA,NA
"4739",NA,NA
"4740",NA,NA
"4741","Cleave","Broad Sweep"
"4742","Leap","Death from Above"
"4743","Avalanche","Tectonic Rift"
"4744","Earthquake","The Mountain's Call"
"4745","Wrath of the Berserker","Insanity"
"4746","Call of the Ancients","Together as One"
"4747","Ruthless","Passive"
"4748","Berserker Rage","Passive"
"4749","Superstition","Passive"
"4750","Weapons Master","Passive"
"4751","Frenzy","Maniac"
"4752","Furious Charge","Battering Ram"
"4753","Wrath of the Berserker","Insanity"
"4754","Battle Rage","Marauder's Rage"
"4755","War Cry","Invigorate"
"4756","Call of the Ancients","Together as One"
"4757","Ruthless","Passive"
"4758","Superstition","Passive"
"4759","Berserker Rage","Passive"
"4760","Boon of Bul-Kathos","Passive"
"4761","Call of the Ancients","The Council Rises"
"4762","Furious Charge","Battering Ram"
"4763","Battle Rage","Bloodshed"
"4764","Wrath of the Berserker","Insanity"
"4765","War Cry","Impunity"
"4766","Ignore Pain","Iron Hide"
"4767","Rampage","Passive"
"4768","Boon of Bul-Kathos","Passive"
"4769","Berserker Rage","Passive"
"4770","Superstition","Passive"
"4771",NA,NA
"4772",NA,NA
"4773",NA,NA
"4774",NA,NA
"4775",NA,NA
"4776",NA,NA
"4777",NA,NA
"4778",NA,NA
"4779",NA,NA
"4780",NA,NA
"4781","Call of the Ancients","Together as One"
"4782","Leap","Death from Above"
"4783","Wrath of the Berserker","Insanity"
"4784","Earthquake","Chilling Earth"
"4785","Ignore Pain","Iron Hide"
"4786","War Cry","Invigorate"
"4787","Superstition","Passive"
"4788","Relentless","Passive"
"4789","Boon of Bul-Kathos","Passive"
"4790","Rampage","Passive"
"4791","Frenzy","Maniac"
"4792","Wrath of the Berserker","Insanity"
"4793","Leap","Death from Above"
"4794","Earthquake","Molten Fury"
"4795","War Cry","Impunity"
"4796","Call of the Ancients","The Council Rises"
"4797","Berserker Rage","Passive"
"4798","Superstition","Passive"
"4799","Ruthless","Passive"
"4800","Boon of Bul-Kathos","Passive"
"4801","Call of the Ancients","Ancients' Fury"
"4802","Whirlwind","Hurricane"
"4803","Wrath of the Berserker","Insanity"
"4804","Furious Charge","Battering Ram"
"4805","Battle Rage","Into the Fray"
"4806","War Cry","Impunity"
"4807","Ruthless","Passive"
"4808","Weapons Master","Passive"
"4809","Berserker Rage","Passive"
"4810","Rampage","Passive"
"4811","Weapon Throw","Balanced Weapon"
"4812","Seismic Slam","Shattered Ground"
"4813","Furious Charge","Battering Ram"
"4814","War Cry","Impunity"
"4815","Battle Rage","Bloodshed"
"4816","Call of the Ancients","The Council Rises"
"4817","Bloodthirst","Passive"
"4818","Rampage","Passive"
"4819","Superstition","Passive"
"4820","Juggernaut","Passive"
"4821","Whirlwind","Wind Shear"
"4822","Overpower","Killing Spree"
"4823","Wrath of the Berserker","Insanity"
"4824","War Cry","Impunity"
"4825","Battle Rage","Marauder's Rage"
"4826","Call of the Ancients","Together as One"
"4827","Superstition","Passive"
"4828","Unforgiving","Passive"
"4829","Berserker Rage","Passive"
"4830","Rampage","Passive"
"4831","Frenzy","Maniac"
"4832","Whirlwind","Wind Shear"
"4833","War Cry","Impunity"
"4834","Battle Rage","Bloodshed"
"4835","Leap","Death from Above"
"4836","Rend","Ravage"
"4837","Ruthless","Passive"
"4838","Unforgiving","Passive"
"4839","Tough as Nails","Passive"
"4840",NA,"Passive"
"4841","Call of the Ancients","Ancients' Fury"
"4842","Whirlwind","Dust Devils"
"4843","War Cry","Impunity"
"4844","Furious Charge","Stamina"
"4845","Sprint","Run Like the Wind"
"4846","Wrath of the Berserker","Insanity"
"4847","Boon of Bul-Kathos","Passive"
"4848","Brawler","Passive"
"4849","Bloodthirst","Passive"
"4850","Rampage","Passive"
"4851","Whirlwind","Wind Shear"
"4852","Furious Charge","Stamina"
"4853","War Cry","Invigorate"
"4854","Call of the Ancients","The Council Rises"
"4855","Battle Rage","Marauder's Rage"
"4856","Wrath of the Berserker","Insanity"
"4857","Rampage","Passive"
"4858","Relentless","Passive"
"4859","Superstition","Passive"
"4860","Boon of Bul-Kathos","Passive"
"4861","Rend","Bloodbath"
"4862","Whirlwind","Dust Devils"
"4863","Threatening Shout","Falter"
"4864","Battle Rage","Swords to Ploughshares"
"4865","War Cry","Impunity"
"4866","Call of the Ancients","Ancients' Fury"
"4867","Rampage","Passive"
"4868","Superstition","Passive"
"4869","Bloodthirst","Passive"
"4870","Berserker Rage","Passive"
"4871","Whirlwind","Blood Funnel"
"4872","Furious Charge","Dreadnought"
"4873","Call of the Ancients","Together as One"
"4874","Sprint","Marathon"
"4875","War Cry","Impunity"
"4876","Battle Rage","Bloodshed"
"4877","Relentless","Passive"
"4878","Superstition","Passive"
"4879","Nerves of Steel","Passive"
"4880","Rampage","Passive"
"4881","Call of the Ancients","Together as One"
"4882","Whirlwind","Wind Shear"
"4883","Ignore Pain","Ignorance is Bliss"
"4884","War Cry","Impunity"
"4885","Battle Rage","Bloodshed"
"4886","Overpower","Killing Spree"
"4887","Weapons Master","Passive"
"4888","Inspiring Presence","Passive"
"4889","Berserker Rage","Passive"
"4890","Rampage","Passive"
"4891","Whirlwind","Blood Funnel"
"4892","Rend","Bloodbath"
"4893","Battle Rage","Marauder's Rage"
"4894","Sprint","Run Like the Wind"
"4895","Wrath of the Berserker","Insanity"
"4896","Call of the Ancients","Ancients' Fury"
"4897","Rampage","Passive"
"4898","Superstition","Passive"
"4899","Unforgiving","Passive"
"4900","Bloodthirst","Passive"
"4901",NA,NA
"4902",NA,NA
"4903",NA,NA
"4904",NA,NA
"4905",NA,NA
"4906",NA,NA
"4907",NA,NA
"4908",NA,NA
"4909",NA,NA
"4910",NA,NA
"4911","Frenzy","Sidearm"
"4912","Wrath of the Berserker","Insanity"
"4913","Ignore Pain","Iron Hide"
"4914","War Cry","Impunity"
"4915","Furious Charge","Cold Rush"
"4916","Battle Rage","Bloodshed"
"4917","Superstition","Passive"
"4918","Nerves of Steel","Passive"
"4919","Relentless","Passive"
"4920","Berserker Rage","Passive"
"4921",NA,NA
"4922",NA,NA
"4923",NA,NA
"4924",NA,NA
"4925",NA,NA
"4926",NA,NA
"4927",NA,NA
"4928",NA,NA
"4929",NA,NA
"4930",NA,NA
"4931","Bash","Onslaught"
"4932","Ground Stomp","Wrenching Smash"
"4933","Leap","Iron Impact"
"4934","Wrath of the Berserker","Striding Giant"
"4935","War Cry","Impunity"
"4936","Earthquake","Chilling Earth"
"4937","Nerves of Steel","Passive"
"4938","Tough as Nails","Passive"
"4939","Relentless","Passive"
"4940",NA,"Passive"
"4941","Call of the Ancients","Ancients' Fury"
"4942","Whirlwind","Dust Devils"
"4943","Sprint","Run Like the Wind"
"4944","War Cry","Impunity"
"4945","Threatening Shout","Intimidate"
"4946","Battle Rage","Bloodshed"
"4947","Rampage","Passive"
"4948","Tough as Nails","Passive"
"4949","Superstition","Passive"
"4950","Inspiring Presence","Passive"
"4951",NA,NA
"4952",NA,NA
"4953",NA,NA
"4954",NA,NA
"4955",NA,NA
"4956",NA,NA
"4957",NA,NA
"4958",NA,NA
"4959",NA,NA
"4960",NA,NA
"4961","Whirlwind","Dust Devils"
"4962","Sprint","Run Like the Wind"
"4963","Call of the Ancients","Ancients' Fury"
"4964","Ignore Pain","Iron Hide"
"4965","War Cry","Impunity"
"4966","Battle Rage","Swords to Ploughshares"
"4967","Superstition","Passive"
"4968","Bloodthirst","Passive"
"4969","Brawler","Passive"
"4970","Rampage","Passive"
"4971","Whirlwind","Volcanic Eruption"
"4972","Furious Charge","Battering Ram"
"4973","Wrath of the Berserker","Insanity"
"4974","Battle Rage","Marauder's Rage"
"4975","War Cry","Impunity"
"4976","Ignore Pain","Contempt for Weakness"
"4977","Superstition","Passive"
"4978","Relentless","Passive"
"4979","Juggernaut","Passive"
"4980","Nerves of Steel","Passive"
"4981","Frenzy","Maniac"
"4982","Earthquake","Molten Fury"
"4983","Leap","Call of Arreat"
"4984","War Cry","Impunity"
"4985","Call of the Ancients","The Council Rises"
"4986","Wrath of the Berserker","Insanity"
"4987","Tough as Nails","Passive"
"4988","Relentless","Passive"
"4989","Rampage","Passive"
"4990","Superstition","Passive"
"4991","Ground Stomp","Wrenching Smash"
"4992","Whirlwind","Wind Shear"
"4993","Battle Rage","Bloodshed"
"4994","War Cry","Invigorate"
"4995","Overpower","Killing Spree"
"4996","Call of the Ancients","Together as One"
"4997","Inspiring Presence","Passive"
"4998","Unforgiving","Passive"
"4999","Brawler","Passive"
"5000","Rampage","Passive"
"5001","Earthquake","Molten Fury"
"5002","Leap","Death from Above"
"5003","Wrath of the Berserker","Striding Giant"
"5004","Battle Rage","Bloodshed"
"5005","Ignore Pain","Iron Hide"
"5006","Call of the Ancients","Together as One"
"5007","Nerves of Steel","Passive"
"5008","Berserker Rage","Passive"
"5009","Superstition","Passive"
"5010","Boon of Bul-Kathos","Passive"
"5011","Cleave","Gathering Storm"
"5012","War Cry","Hardened Wrath"
"5013","Leap","Call of Arreat"
"5014","Earthquake","Chilling Earth"
"5015","Revenge","Best Served Cold"
"5016","Ignore Pain","Mob Rule"
"5017","Relentless","Passive"
"5018","Superstition","Passive"
"5019","Berserker Rage","Passive"
"5020","Rampage","Passive"
"5021","Whirlwind","Wind Shear"
"5022","Overpower","Killing Spree"
"5023","War Cry","Impunity"
"5024","Battle Rage","Marauder's Rage"
"5025","Threatening Shout","Grim Harvest"
"5026","Call of the Ancients","Together as One"
"5027","Rampage","Passive"
"5028","Berserker Rage","Passive"
"5029","Inspiring Presence","Passive"
"5030","Superstition","Passive"
"5031","Earthquake","Molten Fury"
"5032","Call of the Ancients","Together as One"
"5033","Leap","Death from Above"
"5034","Ignore Pain","Iron Hide"
"5035","War Cry","Impunity"
"5036","Wrath of the Berserker","Insanity"
"5037","Ruthless","Passive"
"5038","Berserker Rage","Passive"
"5039","Superstition","Passive"
"5040","Relentless","Passive"
"5041","Frenzy","Smite"
"5042","Whirlwind","Blood Funnel"
"5043","Battle Rage","Marauder's Rage"
"5044","War Cry","Impunity"
"5045","Earthquake","Chilling Earth"
"5046","Call of the Ancients","Together as One"
"5047","Tough as Nails","Passive"
"5048","Superstition","Passive"
"5049","Nerves of Steel","Passive"
"5050","Inspiring Presence","Passive"
"5051","Call of the Ancients","The Council Rises"
"5052","Furious Charge","Dreadnought"
"5053","Ignore Pain","Iron Hide"
"5054","Wrath of the Berserker","Insanity"
"5055","Battle Rage","Bloodshed"
"5056","War Cry","Impunity"
"5057","Berserker Rage","Passive"
"5058","Boon of Bul-Kathos","Passive"
"5059","Ruthless","Passive"
"5060","Rampage","Passive"
"5061","Frenzy","Vanguard"
"5062","Whirlwind","Blood Funnel"
"5063","Overpower","Storm of Steel"
"5064","Furious Charge","Merciless Assault"
"5065","Battle Rage","Bloodshed"
"5066","War Cry","Impunity"
"5067","Ruthless","Passive"
"5068","Relentless","Passive"
"5069","Superstition","Passive"
"5070","Tough as Nails","Passive"
"5071","Bash",NA
"5072",NA,NA
"5073",NA,NA
"5074",NA,NA
"5075",NA,NA
"5076",NA,NA
"5077",NA,"Passive"
"5078",NA,"Passive"
"5079",NA,"Passive"
"5080",NA,"Passive"
"5081","Weapon Throw","Ricochet"
"5082","Ancient Spear","Jagged Edge"
"5083","War Cry","Impunity"
"5084","Battle Rage","Bloodshed"
"5085","Call of the Ancients","The Council Rises"
"5086","Wrath of the Berserker","Insanity"
"5087","Animosity","Passive"
"5088","Rampage","Passive"
"5089","Unforgiving","Passive"
"5090","No Escape","Passive"
"5091","Whirlwind","Dust Devils"
"5092","Call of the Ancients","Together as One"
"5093","Battle Rage","Bloodshed"
"5094","Furious Charge","Merciless Assault"
"5095","War Cry","Impunity"
"5096","Overpower","Killing Spree"
"5097","Ruthless","Passive"
"5098","Superstition","Passive"
"5099","Rampage","Passive"
"5100","Berserker Rage","Passive"
"5101","Bash","Frostbite"
"5102","Rend","Leap"
"5103",NA,NA
"5104",NA,NA
"5105",NA,NA
"5106",NA,NA
"5107",NA,"Passive"
"5108",NA,"Passive"
"5109",NA,"Passive"
"5110",NA,"Passive"
"5111","Frenzy","Smite"
"5112","Rend","Bloodbath"
"5113","Leap","Iron Impact"
"5114","Wrath of the Berserker","Insanity"
"5115","War Cry","Impunity"
"5116","Furious Charge","Merciless Assault"
"5117","Berserker Rage","Passive"
"5118","Rampage","Passive"
"5119","Superstition","Passive"
"5120","Ruthless","Passive"
"5121","Bash","Punish"
"5122","Furious Charge","Merciless Assault"
"5123","War Cry","Impunity"
"5124","Wrath of the Berserker","Insanity"
"5125","Battle Rage","Marauder's Rage"
"5126","Call of the Ancients","Together as One"
"5127","Brawler","Passive"
"5128","Superstition","Passive"
"5129","Berserker Rage","Passive"
"5130","Ruthless","Passive"
"5131","Whirlwind","Blood Funnel"
"5132","Call of the Ancients","Ancients' Fury"
"5133","Wrath of the Berserker","Insanity"
"5134","Ground Stomp","Wrenching Smash"
"5135","Battle Rage","Bloodshed"
"5136","War Cry","Invigorate"
"5137","Berserker Rage","Passive"
"5138","Inspiring Presence","Passive"
"5139","Unforgiving","Passive"
"5140","Tough as Nails","Passive"
"5141","Call of the Ancients","The Council Rises"
"5142","Leap","Death from Above"
"5143","War Cry","Impunity"
"5144","Wrath of the Berserker","Insanity"
"5145","Ignore Pain","Iron Hide"
"5146","Battle Rage","Marauder's Rage"
"5147","Berserker Rage","Passive"
"5148","Ruthless","Passive"
"5149","Superstition","Passive"
"5150","Boon of Bul-Kathos","Passive"
"5151","Frenzy","Smite"
"5152","Seismic Slam","Stagger"
"5153","Furious Charge","Dreadnought"
"5154","Battle Rage","Bloodshed"
"5155","War Cry","Impunity"
"5156","Call of the Ancients","Together as One"
"5157","Superstition","Passive"
"5158","Inspiring Presence","Passive"
"5159","Bloodthirst","Passive"
"5160","Relentless","Passive"
"5161","Call of the Ancients","Together as One"
"5162","Furious Charge","Cold Rush"
"5163","Sprint","Run Like the Wind"
"5164","War Cry","Impunity"
"5165","Battle Rage","Bloodshed"
"5166","Ignore Pain","Iron Hide"
"5167","Ruthless","Passive"
"5168","Berserker Rage","Passive"
"5169","Superstition","Passive"
"5170","Rampage","Passive"
"5171","Seismic Slam","Stagger"
"5172","Leap","Death from Above"
"5173","Earthquake","The Mountain's Call"
"5174","Wrath of the Berserker","Insanity"
"5175","Call of the Ancients","Together as One"
"5176","War Cry","Impunity"
"5177","Brawler","Passive"
"5178","Boon of Bul-Kathos","Passive"
"5179","Rampage","Passive"
"5180","Relentless","Passive"
"5181","Whirlwind","Volcanic Eruption"
"5182","Leap","Death from Above"
"5183","Earthquake","Molten Fury"
"5184","Ignore Pain","Iron Hide"
"5185","War Cry","Impunity"
"5186","Call of the Ancients","Together as One"
"5187","Tough as Nails","Passive"
"5188","Bloodthirst","Passive"
"5189","Inspiring Presence","Passive"
"5190","Superstition","Passive"
"5191","Call of the Ancients","The Council Rises"
"5192","Furious Charge","Battering Ram"
"5193","War Cry","Invigorate"
"5194","Battle Rage","Bloodshed"
"5195","Ignore Pain","Iron Hide"
"5196","Wrath of the Berserker","Insanity"
"5197","Boon of Bul-Kathos","Passive"
"5198","Tough as Nails","Passive"
"5199","Nerves of Steel","Passive"
"5200","Superstition","Passive"
"5201","Whirlwind","Dust Devils"
"5202","Furious Charge","Merciless Assault"
"5203","Wrath of the Berserker","Insanity"
"5204","Call of the Ancients","Together as One"
"5205","Battle Rage","Bloodshed"
"5206","War Cry","Impunity"
"5207","Boon of Bul-Kathos","Passive"
"5208","Berserker Rage","Passive"
"5209","Superstition","Passive"
"5210","Rampage","Passive"
"5211","Leap","Death from Above"
"5212","Avalanche","Glacier"
"5213","Earthquake","Chilling Earth"
"5214","Ignore Pain","Iron Hide"
"5215","War Cry","Impunity"
"5216","Battle Rage","Marauder's Rage"
"5217","Earthen Might","Passive"
"5218","Berserker Rage","Passive"
"5219","Rampage","Passive"
"5220","Superstition","Passive"
"5221",NA,NA
"5222",NA,NA
"5223",NA,NA
"5224",NA,NA
"5225",NA,NA
"5226",NA,NA
"5227",NA,NA
"5228",NA,NA
"5229",NA,NA
"5230",NA,NA
"5231","Hammer of the Ancients","Rolling Thunder"
"5232","Whirlwind","Blood Funnel"
"5233","Leap","Death from Above"
"5234","Call of the Ancients","Ancients' Fury"
"5235","War Cry","Impunity"
"5236","Battle Rage","Into the Fray"
"5237","Nerves of Steel","Passive"
"5238","Inspiring Presence","Passive"
"5239","Superstition","Passive"
"5240","Rampage","Passive"
"5241","Call of the Ancients","The Council Rises"
"5242","Furious Charge","Battering Ram"
"5243","Battle Rage","Bloodshed"
"5244","Ignore Pain","Iron Hide"
"5245","War Cry","Impunity"
"5246","Wrath of the Berserker","Insanity"
"5247","Nerves of Steel","Passive"
"5248","Superstition","Passive"
"5249","Boon of Bul-Kathos","Passive"
"5250","Berserker Rage","Passive"
"5251","Seismic Slam","Permafrost"
"5252","Leap","Death from Above"
"5253","Earthquake","Chilling Earth"
"5254","Call of the Ancients","Ancients' Fury"
"5255","War Cry","Impunity"
"5256","Battle Rage","Into the Fray"
"5257","Nerves of Steel","Passive"
"5258","Weapons Master","Passive"
"5259","Bloodthirst","Passive"
"5260","Tough as Nails","Passive"
"5261","Whirlwind","Wind Shear"
"5262","War Cry","Impunity"
"5263","Battle Rage","Bloodshed"
"5264","Overpower","Killing Spree"
"5265","Wrath of the Berserker","Insanity"
"5266","Call of the Ancients","Together as One"
"5267","Boon of Bul-Kathos","Passive"
"5268","Brawler","Passive"
"5269","Superstition","Passive"
"5270","Rampage","Passive"
"5271","Weapon Throw","Ricochet"
"5272","Furious Charge","Battering Ram"
"5273","Sprint","Marathon"
"5274","Call of the Ancients","Together as One"
"5275","Ignore Pain","Iron Hide"
"5276","Wrath of the Berserker","Insanity"
"5277","Boon of Bul-Kathos","Passive"
"5278","Rampage","Passive"
"5279","Superstition","Passive"
"5280","Tough as Nails","Passive"
"5281","Bash",NA
"5282",NA,NA
"5283",NA,NA
"5284",NA,NA
"5285",NA,NA
"5286",NA,NA
"5287",NA,"Passive"
"5288",NA,"Passive"
"5289",NA,"Passive"
"5290",NA,"Passive"
"5291","Whirlwind","Wind Shear"
"5292","Leap","Death from Above"
"5293","Earthquake","Chilling Earth"
"5294","Wrath of the Berserker","Insanity"
"5295","War Cry","Invigorate"
"5296","Call of the Ancients","Together as One"
"5297","Ruthless","Passive"
"5298","Weapons Master","Passive"
"5299","Relentless","Passive"
"5300","Inspiring Presence","Passive"
"5301","Bash","Onslaught"
"5302","Whirlwind","Wind Shear"
"5303","Overpower","Killing Spree"
"5304","Battle Rage","Bloodshed"
"5305","War Cry","Impunity"
"5306","Call of the Ancients","Together as One"
"5307","Weapons Master","Passive"
"5308","Inspiring Presence","Passive"
"5309","Berserker Rage","Passive"
"5310","Relentless","Passive"
"5311","Call of the Ancients","Together as One"
"5312","Whirlwind","Wind Shear"
"5313","Furious Charge","Merciless Assault"
"5314","Ground Stomp","Trembling Stomp"
"5315","Battle Rage","Marauder's Rage"
"5316","War Cry","Impunity"
"5317","Superstition","Passive"
"5318","Bloodthirst","Passive"
"5319","Juggernaut","Passive"
"5320","Rampage","Passive"
"5321","Frenzy","Maniac"
"5322","Furious Charge","Battering Ram"
"5323","Ignore Pain","Iron Hide"
"5324","Battle Rage","Bloodshed"
"5325","Call of the Ancients","The Council Rises"
"5326","War Cry","Impunity"
"5327","Superstition","Passive"
"5328","Ruthless","Passive"
"5329","Inspiring Presence","Passive"
"5330","Berserker Rage","Passive"
"5331","Call of the Ancients","Together as One"
"5332","Weapon Throw","Mighty Throw"
"5333","Ignore Pain","Contempt for Weakness"
"5334","Whirlwind","Wind Shear"
"5335","Battle Rage","Marauder's Rage"
"5336","War Cry","Impunity"
"5337","Inspiring Presence","Passive"
"5338","Unforgiving","Passive"
"5339","Tough as Nails","Passive"
"5340","Berserker Rage","Passive"
"5341","Frenzy","Maniac"
"5342","Leap","Call of Arreat"
"5343","Earthquake","Chilling Earth"
"5344","War Cry","Invigorate"
"5345","Battle Rage","Marauder's Rage"
"5346","Call of the Ancients","Together as One"
"5347","Berserker Rage","Passive"
"5348","Inspiring Presence","Passive"
"5349","Superstition","Passive"
"5350","Juggernaut","Passive"
"5351","Frenzy","Maniac"
"5352","Leap","Toppling Impact"
"5353","Furious Charge","Battering Ram"
"5354","Ignore Pain","Contempt for Weakness"
"5355","War Cry","Impunity"
"5356","Wrath of the Berserker","Arreat's Wail"
"5357","Nerves of Steel","Passive"
"5358","Berserker Rage","Passive"
"5359","Rampage","Passive"
"5360","Superstition","Passive"
"5361","Whirlwind","Volcanic Eruption"
"5362","Leap","Death from Above"
"5363","Call of the Ancients","The Council Rises"
"5364","Ignore Pain","Iron Hide"
"5365","Earthquake","Molten Fury"
"5366","Wrath of the Berserker","Insanity"
"5367","Berserker Rage","Passive"
"5368","Unforgiving","Passive"
"5369","Ruthless","Passive"
"5370","Boon of Bul-Kathos","Passive"
"5371","Furious Charge","Merciless Assault"
"5372","Whirlwind","Hurricane"
"5373","Battle Rage","Marauder's Rage"
"5374","Ignore Pain","Iron Hide"
"5375","War Cry","Impunity"
"5376","Call of the Ancients","Together as One"
"5377","Nerves of Steel","Passive"
"5378","Ruthless","Passive"
"5379","Superstition","Passive"
"5380","Relentless","Passive"
"5381","Call of the Ancients","Together as One"
"5382","Whirlwind","Wind Shear"
"5383","Battle Rage","Bloodshed"
"5384","Wrath of the Berserker","Insanity"
"5385","Ground Stomp","Wrenching Smash"
"5386","War Cry","Impunity"
"5387","Inspiring Presence","Passive"
"5388","Tough as Nails","Passive"
"5389","Berserker Rage","Passive"
"5390","Nerves of Steel","Passive"
"5391","Bash","Frostbite"
"5392","Leap","Iron Impact"
"5393","War Cry","Impunity"
"5394","Earthquake","Chilling Earth"
"5395","Wrath of the Berserker","Insanity"
"5396","Call of the Ancients","Duty to the Clan"
"5397","Ruthless","Passive"
"5398","Nerves of Steel","Passive"
"5399","Tough as Nails","Passive"
"5400","Rampage","Passive"
"5401","Whirlwind","Wind Shear"
"5402","Ground Stomp","Wrenching Smash"
"5403","Battle Rage","Marauder's Rage"
"5404","War Cry","Impunity"
"5405","Ignore Pain","Iron Hide"
"5406","Call of the Ancients","Together as One"
"5407","Ruthless","Passive"
"5408","Inspiring Presence","Passive"
"5409","Superstition","Passive"
"5410","Weapons Master","Passive"
"5411","Bash","Hammer of the Ancients"
"5412","Ground Stomp","Overpower"
"5413","Threatening Shout","Earthquake"
"5414",NA,NA
"5415",NA,NA
"5416",NA,NA
"5417",NA,"Passive"
"5418",NA,"Passive"
"5419",NA,"Passive"
"5420",NA,"Passive"
"5421",NA,NA
"5422",NA,NA
"5423",NA,NA
"5424",NA,NA
"5425",NA,NA
"5426",NA,NA
"5427",NA,NA
"5428",NA,NA
"5429",NA,NA
"5430",NA,NA
"5431","Whirlwind","Volcanic Eruption"
"5432","Leap","Death from Above"
"5433","Call of the Ancients","Together as One"
"5434","Earthquake","Molten Fury"
"5435","Ignore Pain","Ignorance is Bliss"
"5436","Wrath of the Berserker","Thrive on Chaos"
"5437","Tough as Nails","Passive"
"5438","Brawler","Passive"
"5439","Nerves of Steel","Passive"
"5440","Weapons Master","Passive"
"5441","Earthquake","Chilling Earth"
"5442","Seismic Slam","Permafrost"
"5443","Battle Rage","Marauder's Rage"
"5444","Leap","Iron Impact"
"5445","War Cry","Impunity"
"5446","Ignore Pain","Mob Rule"
"5447","Ruthless","Passive"
"5448","Nerves of Steel","Passive"
"5449","Earthen Might","Passive"
"5450","Superstition","Passive"
"5451","Cleave","Rupture"
